Natural Disaster,Number of Deaths,Entity,Code,Year
Drought,0,Cayman Islands,CYM,01/01/1970
Dry mass movement,0,Cayman Islands,CYM,01/01/1970
Earthquake,0,Cayman Islands,CYM,01/01/1970
Extreme temperature,0,Cayman Islands,CYM,01/01/1970
Extreme weather,0,Cayman Islands,CYM,01/01/1970
Flood,0,Cayman Islands,CYM,01/01/1970
Fog,0,Cayman Islands,CYM,01/01/1970
Glacial lake outburst flood,0,Cayman Islands,CYM,01/01/1970
Volcanic activity,0,Cayman Islands,CYM,01/01/1970
Wet mass movement,0,Cayman Islands,CYM,01/01/1970
Wildfire,0,Cayman Islands,CYM,01/01/1970
Drought,0,Cayman Islands,CYM,01/01/1980
Dry mass movement,0,Cayman Islands,CYM,01/01/1980
Earthquake,0,Cayman Islands,CYM,01/01/1980
Extreme temperature,0,Cayman Islands,CYM,01/01/1980
Extreme weather,0,Cayman Islands,CYM,01/01/1980
Flood,0,Cayman Islands,CYM,01/01/1980
Fog,0,Cayman Islands,CYM,01/01/1980
Glacial lake outburst flood,0,Cayman Islands,CYM,01/01/1980
Volcanic activity,0,Cayman Islands,CYM,01/01/1980
Wet mass movement,0,Cayman Islands,CYM,01/01/1980
Wildfire,0,Cayman Islands,CYM,01/01/1980
Drought,0,Cayman Islands,CYM,01/01/1990
Dry mass movement,0,Cayman Islands,CYM,01/01/1990
Earthquake,0,Cayman Islands,CYM,01/01/1990
Extreme temperature,0,Cayman Islands,CYM,01/01/1990
Extreme weather,0,Cayman Islands,CYM,01/01/1990
Flood,0,Cayman Islands,CYM,01/01/1990
Fog,0,Cayman Islands,CYM,01/01/1990
Glacial lake outburst flood,0,Cayman Islands,CYM,01/01/1990
Volcanic activity,0,Cayman Islands,CYM,01/01/1990
Wet mass movement,0,Cayman Islands,CYM,01/01/1990
Wildfire,0,Cayman Islands,CYM,01/01/1990
Drought,0,Cayman Islands,CYM,01/01/2000
Dry mass movement,0,Cayman Islands,CYM,01/01/2000
Earthquake,0,Cayman Islands,CYM,01/01/2000
Extreme temperature,0,Cayman Islands,CYM,01/01/2000
Extreme weather,0.2,Cayman Islands,CYM,01/01/2000
Flood,0,Cayman Islands,CYM,01/01/2000
Fog,0,Cayman Islands,CYM,01/01/2000
Glacial lake outburst flood,0,Cayman Islands,CYM,01/01/2000
Volcanic activity,0,Cayman Islands,CYM,01/01/2000
Wet mass movement,0,Cayman Islands,CYM,01/01/2000
Wildfire,0,Cayman Islands,CYM,01/01/2000
Drought,0,Cayman Islands,CYM,01/01/2010
Dry mass movement,0,Cayman Islands,CYM,01/01/2010
Earthquake,0,Cayman Islands,CYM,01/01/2010
Extreme temperature,0,Cayman Islands,CYM,01/01/2010
Extreme weather,0,Cayman Islands,CYM,01/01/2010
Flood,0,Cayman Islands,CYM,01/01/2010
Fog,0,Cayman Islands,CYM,01/01/2010
Glacial lake outburst flood,0,Cayman Islands,CYM,01/01/2010
Volcanic activity,0,Cayman Islands,CYM,01/01/2010
Wet mass movement,0,Cayman Islands,CYM,01/01/2010
Wildfire,0,Cayman Islands,CYM,01/01/2010
Drought,0,Cayman Islands,CYM,01/01/2020
Dry mass movement,0,Cayman Islands,CYM,01/01/2020
Earthquake,0,Cayman Islands,CYM,01/01/2020
Extreme temperature,0,Cayman Islands,CYM,01/01/2020
Extreme weather,0,Cayman Islands,CYM,01/01/2020
Flood,0,Cayman Islands,CYM,01/01/2020
Fog,0,Cayman Islands,CYM,01/01/2020
Glacial lake outburst flood,0,Cayman Islands,CYM,01/01/2020
Volcanic activity,0,Cayman Islands,CYM,01/01/2020
Wet mass movement,0,Cayman Islands,CYM,01/01/2020
Wildfire,0,Cayman Islands,CYM,01/01/2020
Drought,0,Central African Republic,CAF,01/01/1900
Dry mass movement,0,Central African Republic,CAF,01/01/1900
Earthquake,0,Central African Republic,CAF,01/01/1900
Extreme temperature,0,Central African Republic,CAF,01/01/1900
Extreme weather,0,Central African Republic,CAF,01/01/1900
Flood,0,Central African Republic,CAF,01/01/1900
Fog,0,Central African Republic,CAF,01/01/1900
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/1900
Volcanic activity,0,Central African Republic,CAF,01/01/1900
Wet mass movement,0,Central African Republic,CAF,01/01/1900
Wildfire,0,Central African Republic,CAF,01/01/1900
Drought,0,Central African Republic,CAF,01/01/1910
Dry mass movement,0,Central African Republic,CAF,01/01/1910
Earthquake,0,Central African Republic,CAF,01/01/1910
Extreme temperature,0,Central African Republic,CAF,01/01/1910
Extreme weather,0,Central African Republic,CAF,01/01/1910
Flood,0,Central African Republic,CAF,01/01/1910
Fog,0,Central African Republic,CAF,01/01/1910
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/1910
Volcanic activity,0,Central African Republic,CAF,01/01/1910
Wet mass movement,0,Central African Republic,CAF,01/01/1910
Wildfire,0,Central African Republic,CAF,01/01/1910
Drought,0,Central African Republic,CAF,01/01/1920
Dry mass movement,0,Central African Republic,CAF,01/01/1920
Earthquake,0,Central African Republic,CAF,01/01/1920
Extreme temperature,0,Central African Republic,CAF,01/01/1920
Extreme weather,0,Central African Republic,CAF,01/01/1920
Flood,0,Central African Republic,CAF,01/01/1920
Fog,0,Central African Republic,CAF,01/01/1920
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/1920
Volcanic activity,0,Central African Republic,CAF,01/01/1920
Wet mass movement,0,Central African Republic,CAF,01/01/1920
Wildfire,0,Central African Republic,CAF,01/01/1920
Drought,0,Central African Republic,CAF,01/01/1930
Dry mass movement,0,Central African Republic,CAF,01/01/1930
Earthquake,0,Central African Republic,CAF,01/01/1930
Extreme temperature,0,Central African Republic,CAF,01/01/1930
Extreme weather,0,Central African Republic,CAF,01/01/1930
Flood,0,Central African Republic,CAF,01/01/1930
Fog,0,Central African Republic,CAF,01/01/1930
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/1930
Volcanic activity,0,Central African Republic,CAF,01/01/1930
Wet mass movement,0,Central African Republic,CAF,01/01/1930
Wildfire,0,Central African Republic,CAF,01/01/1930
Drought,0,Central African Republic,CAF,01/01/1940
Dry mass movement,0,Central African Republic,CAF,01/01/1940
Earthquake,0,Central African Republic,CAF,01/01/1940
Extreme temperature,0,Central African Republic,CAF,01/01/1940
Extreme weather,0,Central African Republic,CAF,01/01/1940
Flood,0,Central African Republic,CAF,01/01/1940
Fog,0,Central African Republic,CAF,01/01/1940
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/1940
Volcanic activity,0,Central African Republic,CAF,01/01/1940
Wet mass movement,0,Central African Republic,CAF,01/01/1940
Wildfire,0,Central African Republic,CAF,01/01/1940
Drought,0,Central African Republic,CAF,01/01/1950
Dry mass movement,0,Central African Republic,CAF,01/01/1950
Earthquake,0,Central African Republic,CAF,01/01/1950
Extreme temperature,0,Central African Republic,CAF,01/01/1950
Extreme weather,0,Central African Republic,CAF,01/01/1950
Flood,0,Central African Republic,CAF,01/01/1950
Fog,0,Central African Republic,CAF,01/01/1950
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/1950
Volcanic activity,0,Central African Republic,CAF,01/01/1950
Wet mass movement,0,Central African Republic,CAF,01/01/1950
Wildfire,0,Central African Republic,CAF,01/01/1950
Drought,0,Central African Republic,CAF,01/01/1960
Dry mass movement,0,Central African Republic,CAF,01/01/1960
Earthquake,0,Central African Republic,CAF,01/01/1960
Extreme temperature,0,Central African Republic,CAF,01/01/1960
Extreme weather,0,Central African Republic,CAF,01/01/1960
Flood,0,Central African Republic,CAF,01/01/1960
Fog,0,Central African Republic,CAF,01/01/1960
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/1960
Volcanic activity,0,Central African Republic,CAF,01/01/1960
Wet mass movement,0,Central African Republic,CAF,01/01/1960
Wildfire,0,Central African Republic,CAF,01/01/1960
Drought,0,Central African Republic,CAF,01/01/1970
Dry mass movement,0,Central African Republic,CAF,01/01/1970
Earthquake,0,Central African Republic,CAF,01/01/1970
Extreme temperature,0,Central African Republic,CAF,01/01/1970
Extreme weather,0,Central African Republic,CAF,01/01/1970
Flood,0,Central African Republic,CAF,01/01/1970
Fog,0,Central African Republic,CAF,01/01/1970
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/1970
Volcanic activity,0,Central African Republic,CAF,01/01/1970
Wet mass movement,0,Central African Republic,CAF,01/01/1970
Wildfire,0,Central African Republic,CAF,01/01/1970
Drought,0,Central African Republic,CAF,01/01/1980
Dry mass movement,0,Central African Republic,CAF,01/01/1980
Earthquake,0,Central African Republic,CAF,01/01/1980
Extreme temperature,0,Central African Republic,CAF,01/01/1980
Extreme weather,0,Central African Republic,CAF,01/01/1980
Flood,0,Central African Republic,CAF,01/01/1980
Fog,0,Central African Republic,CAF,01/01/1980
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/1980
Volcanic activity,0,Central African Republic,CAF,01/01/1980
Wet mass movement,0,Central African Republic,CAF,01/01/1980
Wildfire,0,Central African Republic,CAF,01/01/1980
Drought,0,Central African Republic,CAF,01/01/1990
Dry mass movement,0,Central African Republic,CAF,01/01/1990
Earthquake,0,Central African Republic,CAF,01/01/1990
Extreme temperature,0,Central African Republic,CAF,01/01/1990
Extreme weather,0,Central African Republic,CAF,01/01/1990
Flood,0.7,Central African Republic,CAF,01/01/1990
Fog,0,Central African Republic,CAF,01/01/1990
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/1990
Volcanic activity,0,Central African Republic,CAF,01/01/1990
Wet mass movement,0,Central African Republic,CAF,01/01/1990
Wildfire,0,Central African Republic,CAF,01/01/1990
Drought,0,Central African Republic,CAF,01/01/2000
Dry mass movement,0,Central African Republic,CAF,01/01/2000
Earthquake,0,Central African Republic,CAF,01/01/2000
Extreme temperature,0,Central African Republic,CAF,01/01/2000
Extreme weather,0.6,Central African Republic,CAF,01/01/2000
Flood,0.6,Central African Republic,CAF,01/01/2000
Fog,0,Central African Republic,CAF,01/01/2000
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/2000
Volcanic activity,0,Central African Republic,CAF,01/01/2000
Wet mass movement,0,Central African Republic,CAF,01/01/2000
Wildfire,0.1,Central African Republic,CAF,01/01/2000
Drought,0,Central African Republic,CAF,01/01/2010
Dry mass movement,0,Central African Republic,CAF,01/01/2010
Earthquake,0,Central African Republic,CAF,01/01/2010
Extreme temperature,0,Central African Republic,CAF,01/01/2010
Extreme weather,0.2,Central African Republic,CAF,01/01/2010
Flood,0.3,Central African Republic,CAF,01/01/2010
Fog,0,Central African Republic,CAF,01/01/2010
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/2010
Volcanic activity,0,Central African Republic,CAF,01/01/2010
Wet mass movement,0,Central African Republic,CAF,01/01/2010
Wildfire,0,Central African Republic,CAF,01/01/2010
Drought,0,Central African Republic,CAF,01/01/2020
Dry mass movement,0,Central African Republic,CAF,01/01/2020
Earthquake,0,Central African Republic,CAF,01/01/2020
Extreme temperature,0,Central African Republic,CAF,01/01/2020
Extreme weather,0,Central African Republic,CAF,01/01/2020
Flood,3.2,Central African Republic,CAF,01/01/2020
Fog,0,Central African Republic,CAF,01/01/2020
Glacial lake outburst flood,0,Central African Republic,CAF,01/01/2020
Volcanic activity,0,Central African Republic,CAF,01/01/2020
Wet mass movement,0,Central African Republic,CAF,01/01/2020
Wildfire,0,Central African Republic,CAF,01/01/2020
Drought,0,Chad,TCD,01/01/1900
Dry mass movement,0,Chad,TCD,01/01/1900
Earthquake,0,Chad,TCD,01/01/1900
Extreme temperature,0,Chad,TCD,01/01/1900
Extreme weather,0,Chad,TCD,01/01/1900
Flood,0,Chad,TCD,01/01/1900
Fog,0,Chad,TCD,01/01/1900
Glacial lake outburst flood,0,Chad,TCD,01/01/1900
Volcanic activity,0,Chad,TCD,01/01/1900
Wet mass movement,0,Chad,TCD,01/01/1900
Wildfire,0,Chad,TCD,01/01/1900
Drought,0,Chad,TCD,01/01/1910
Dry mass movement,0,Chad,TCD,01/01/1910
Earthquake,0,Chad,TCD,01/01/1910
Extreme temperature,0,Chad,TCD,01/01/1910
Extreme weather,0,Chad,TCD,01/01/1910
Flood,0,Chad,TCD,01/01/1910
Fog,0,Chad,TCD,01/01/1910
Glacial lake outburst flood,0,Chad,TCD,01/01/1910
Volcanic activity,0,Chad,TCD,01/01/1910
Wet mass movement,0,Chad,TCD,01/01/1910
Wildfire,0,Chad,TCD,01/01/1910
Drought,0,Chad,TCD,01/01/1920
Dry mass movement,0,Chad,TCD,01/01/1920
Earthquake,0,Chad,TCD,01/01/1920
Extreme temperature,0,Chad,TCD,01/01/1920
Extreme weather,0,Chad,TCD,01/01/1920
Flood,0,Chad,TCD,01/01/1920
Fog,0,Chad,TCD,01/01/1920
Glacial lake outburst flood,0,Chad,TCD,01/01/1920
Volcanic activity,0,Chad,TCD,01/01/1920
Wet mass movement,0,Chad,TCD,01/01/1920
Wildfire,0,Chad,TCD,01/01/1920
Drought,0,Chad,TCD,01/01/1930
Dry mass movement,0,Chad,TCD,01/01/1930
Earthquake,0,Chad,TCD,01/01/1930
Extreme temperature,0,Chad,TCD,01/01/1930
Extreme weather,0,Chad,TCD,01/01/1930
Flood,0,Chad,TCD,01/01/1930
Fog,0,Chad,TCD,01/01/1930
Glacial lake outburst flood,0,Chad,TCD,01/01/1930
Volcanic activity,0,Chad,TCD,01/01/1930
Wet mass movement,0,Chad,TCD,01/01/1930
Wildfire,0,Chad,TCD,01/01/1930
Drought,0,Chad,TCD,01/01/1940
Dry mass movement,0,Chad,TCD,01/01/1940
Earthquake,0,Chad,TCD,01/01/1940
Extreme temperature,0,Chad,TCD,01/01/1940
Extreme weather,0,Chad,TCD,01/01/1940
Flood,0,Chad,TCD,01/01/1940
Fog,0,Chad,TCD,01/01/1940
Glacial lake outburst flood,0,Chad,TCD,01/01/1940
Volcanic activity,0,Chad,TCD,01/01/1940
Wet mass movement,0,Chad,TCD,01/01/1940
Wildfire,0,Chad,TCD,01/01/1940
Drought,0,Chad,TCD,01/01/1950
Dry mass movement,0,Chad,TCD,01/01/1950
Earthquake,0,Chad,TCD,01/01/1950
Extreme temperature,0,Chad,TCD,01/01/1950
Extreme weather,0,Chad,TCD,01/01/1950
Flood,0,Chad,TCD,01/01/1950
Fog,0,Chad,TCD,01/01/1950
Glacial lake outburst flood,0,Chad,TCD,01/01/1950
Volcanic activity,0,Chad,TCD,01/01/1950
Wet mass movement,0,Chad,TCD,01/01/1950
Wildfire,0,Chad,TCD,01/01/1950
Drought,0,Chad,TCD,01/01/1960
Dry mass movement,0,Chad,TCD,01/01/1960
Earthquake,0,Chad,TCD,01/01/1960
Extreme temperature,0,Chad,TCD,01/01/1960
Extreme weather,0,Chad,TCD,01/01/1960
Flood,0,Chad,TCD,01/01/1960
Fog,0,Chad,TCD,01/01/1960
Glacial lake outburst flood,0,Chad,TCD,01/01/1960
Volcanic activity,0,Chad,TCD,01/01/1960
Wet mass movement,0,Chad,TCD,01/01/1960
Wildfire,0,Chad,TCD,01/01/1960
Drought,0,Chad,TCD,01/01/1970
Dry mass movement,0,Chad,TCD,01/01/1970
Earthquake,0,Chad,TCD,01/01/1970
Extreme temperature,0,Chad,TCD,01/01/1970
Extreme weather,1.3,Chad,TCD,01/01/1970
Flood,0,Chad,TCD,01/01/1970
Fog,0,Chad,TCD,01/01/1970
Glacial lake outburst flood,0,Chad,TCD,01/01/1970
Volcanic activity,0,Chad,TCD,01/01/1970
Wet mass movement,0,Chad,TCD,01/01/1970
Wildfire,0,Chad,TCD,01/01/1970
Drought,300,Chad,TCD,01/01/1980
Dry mass movement,0,Chad,TCD,01/01/1980
Earthquake,0,Chad,TCD,01/01/1980
Extreme temperature,0,Chad,TCD,01/01/1980
Extreme weather,1.1,Chad,TCD,01/01/1980
Flood,4.3,Chad,TCD,01/01/1980
Fog,0,Chad,TCD,01/01/1980
Glacial lake outburst flood,0,Chad,TCD,01/01/1980
Volcanic activity,0,Chad,TCD,01/01/1980
Wet mass movement,0,Chad,TCD,01/01/1980
Wildfire,0,Chad,TCD,01/01/1980
Drought,0,Chad,TCD,01/01/1990
Dry mass movement,0,Chad,TCD,01/01/1990
Earthquake,0,Chad,TCD,01/01/1990
Extreme temperature,0,Chad,TCD,01/01/1990
Extreme weather,0,Chad,TCD,01/01/1990
Flood,4.1,Chad,TCD,01/01/1990
Fog,0,Chad,TCD,01/01/1990
Glacial lake outburst flood,0,Chad,TCD,01/01/1990
Volcanic activity,0,Chad,TCD,01/01/1990
Wet mass movement,0,Chad,TCD,01/01/1990
Wildfire,0,Chad,TCD,01/01/1990
Drought,0,Chad,TCD,01/01/2000
Dry mass movement,0,Chad,TCD,01/01/2000
Earthquake,0,Chad,TCD,01/01/2000
Extreme temperature,0,Chad,TCD,01/01/2000
Extreme weather,1.4,Chad,TCD,01/01/2000
Flood,17.3,Chad,TCD,01/01/2000
Fog,0,Chad,TCD,01/01/2000
Glacial lake outburst flood,0,Chad,TCD,01/01/2000
Volcanic activity,0,Chad,TCD,01/01/2000
Wet mass movement,0,Chad,TCD,01/01/2000
Wildfire,0,Chad,TCD,01/01/2000
Drought,0,Chad,TCD,01/01/2010
Dry mass movement,0,Chad,TCD,01/01/2010
Earthquake,0,Chad,TCD,01/01/2010
Extreme temperature,0,Chad,TCD,01/01/2010
Extreme weather,0,Chad,TCD,01/01/2010
Flood,4.4,Chad,TCD,01/01/2010
Fog,0,Chad,TCD,01/01/2010
Glacial lake outburst flood,0,Chad,TCD,01/01/2010
Volcanic activity,0,Chad,TCD,01/01/2010
Wet mass movement,5.2,Chad,TCD,01/01/2010
Wildfire,0,Chad,TCD,01/01/2010
Drought,0,Chad,TCD,01/01/2020
Dry mass movement,0,Chad,TCD,01/01/2020
Earthquake,0,Chad,TCD,01/01/2020
Extreme temperature,0,Chad,TCD,01/01/2020
Extreme weather,0,Chad,TCD,01/01/2020
Flood,11.4,Chad,TCD,01/01/2020
Fog,0,Chad,TCD,01/01/2020
Glacial lake outburst flood,0,Chad,TCD,01/01/2020
Volcanic activity,0,Chad,TCD,01/01/2020
Wet mass movement,0,Chad,TCD,01/01/2020
Wildfire,0,Chad,TCD,01/01/2020
Drought,0,Chile,CHL,01/01/1900
Dry mass movement,0,Chile,CHL,01/01/1900
Earthquake,2000,Chile,CHL,01/01/1900
Extreme temperature,0,Chile,CHL,01/01/1900
Extreme weather,0,Chile,CHL,01/01/1900
Flood,0,Chile,CHL,01/01/1900
Fog,0,Chile,CHL,01/01/1900
Glacial lake outburst flood,0,Chile,CHL,01/01/1900
Volcanic activity,0,Chile,CHL,01/01/1900
Wet mass movement,0,Chile,CHL,01/01/1900
Wildfire,0,Chile,CHL,01/01/1900
Drought,0,Chile,CHL,01/01/1910
Dry mass movement,0,Chile,CHL,01/01/1910
Earthquake,0,Chile,CHL,01/01/1910
Extreme temperature,0,Chile,CHL,01/01/1910
Extreme weather,0,Chile,CHL,01/01/1910
Flood,0,Chile,CHL,01/01/1910
Fog,0,Chile,CHL,01/01/1910
Glacial lake outburst flood,0,Chile,CHL,01/01/1910
Volcanic activity,0,Chile,CHL,01/01/1910
Wet mass movement,0,Chile,CHL,01/01/1910
Wildfire,0,Chile,CHL,01/01/1910
Drought,0,Chile,CHL,01/01/1920
Dry mass movement,0,Chile,CHL,01/01/1920
Earthquake,122,Chile,CHL,01/01/1920
Extreme temperature,0,Chile,CHL,01/01/1920
Extreme weather,0,Chile,CHL,01/01/1920
Flood,0,Chile,CHL,01/01/1920
Fog,0,Chile,CHL,01/01/1920
Glacial lake outburst flood,0,Chile,CHL,01/01/1920
Volcanic activity,0,Chile,CHL,01/01/1920
Wet mass movement,0,Chile,CHL,01/01/1920
Wildfire,0,Chile,CHL,01/01/1920
Drought,0,Chile,CHL,01/01/1930
Dry mass movement,0,Chile,CHL,01/01/1930
Earthquake,3000,Chile,CHL,01/01/1930
Extreme temperature,0,Chile,CHL,01/01/1930
Extreme weather,0,Chile,CHL,01/01/1930
Flood,0,Chile,CHL,01/01/1930
Fog,0,Chile,CHL,01/01/1930
Glacial lake outburst flood,0,Chile,CHL,01/01/1930
Volcanic activity,0,Chile,CHL,01/01/1930
Wet mass movement,0,Chile,CHL,01/01/1930
Wildfire,0,Chile,CHL,01/01/1930
Drought,0,Chile,CHL,01/01/1940
Dry mass movement,0,Chile,CHL,01/01/1940
Earthquake,5.5,Chile,CHL,01/01/1940
Extreme temperature,0,Chile,CHL,01/01/1940
Extreme weather,0,Chile,CHL,01/01/1940
Flood,0,Chile,CHL,01/01/1940
Fog,0,Chile,CHL,01/01/1940
Glacial lake outburst flood,0,Chile,CHL,01/01/1940
Volcanic activity,10,Chile,CHL,01/01/1940
Wet mass movement,0,Chile,CHL,01/01/1940
Wildfire,0,Chile,CHL,01/01/1940
Drought,0,Chile,CHL,01/01/1950
Dry mass movement,0,Chile,CHL,01/01/1950
Earthquake,1.5,Chile,CHL,01/01/1950
Extreme temperature,0,Chile,CHL,01/01/1950
Extreme weather,0,Chile,CHL,01/01/1950
Flood,0,Chile,CHL,01/01/1950
Fog,0,Chile,CHL,01/01/1950
Glacial lake outburst flood,0,Chile,CHL,01/01/1950
Volcanic activity,0,Chile,CHL,01/01/1950
Wet mass movement,0,Chile,CHL,01/01/1950
Wildfire,0,Chile,CHL,01/01/1950
Drought,0,Chile,CHL,01/01/1960
Dry mass movement,0,Chile,CHL,01/01/1960
Earthquake,640.4,Chile,CHL,01/01/1960
Extreme temperature,0,Chile,CHL,01/01/1960
Extreme weather,5.8,Chile,CHL,01/01/1960
Flood,60,Chile,CHL,01/01/1960
Fog,0,Chile,CHL,01/01/1960
Glacial lake outburst flood,0,Chile,CHL,01/01/1960
Volcanic activity,0.4,Chile,CHL,01/01/1960
Wet mass movement,2.6,Chile,CHL,01/01/1960
Wildfire,0,Chile,CHL,01/01/1960
Drought,0,Chile,CHL,01/01/1970
Dry mass movement,0,Chile,CHL,01/01/1970
Earthquake,8.5,Chile,CHL,01/01/1970
Extreme temperature,0,Chile,CHL,01/01/1970
Extreme weather,1.5,Chile,CHL,01/01/1970
Flood,3.6,Chile,CHL,01/01/1970
Fog,0,Chile,CHL,01/01/1970
Glacial lake outburst flood,0,Chile,CHL,01/01/1970
Volcanic activity,0,Chile,CHL,01/01/1970
Wet mass movement,3,Chile,CHL,01/01/1970
Wildfire,0,Chile,CHL,01/01/1970
Drought,0,Chile,CHL,01/01/1980
Dry mass movement,0,Chile,CHL,01/01/1980
Earthquake,18.9,Chile,CHL,01/01/1980
Extreme temperature,0,Chile,CHL,01/01/1980
Extreme weather,14.3,Chile,CHL,01/01/1980
Flood,17.1,Chile,CHL,01/01/1980
Fog,0,Chile,CHL,01/01/1980
Glacial lake outburst flood,0,Chile,CHL,01/01/1980
Volcanic activity,0,Chile,CHL,01/01/1980
Wet mass movement,3.2,Chile,CHL,01/01/1980
Wildfire,0,Chile,CHL,01/01/1980
Drought,0,Chile,CHL,01/01/1990
Dry mass movement,0,Chile,CHL,01/01/1990
Earthquake,1.1,Chile,CHL,01/01/1990
Extreme temperature,0.2,Chile,CHL,01/01/1990
Extreme weather,0.4,Chile,CHL,01/01/1990
Flood,15.9,Chile,CHL,01/01/1990
Fog,0,Chile,CHL,01/01/1990
Glacial lake outburst flood,0,Chile,CHL,01/01/1990
Volcanic activity,0.6,Chile,CHL,01/01/1990
Wet mass movement,14.1,Chile,CHL,01/01/1990
Wildfire,1,Chile,CHL,01/01/1990
Drought,0,Chile,CHL,01/01/2000
Dry mass movement,0,Chile,CHL,01/01/2000
Earthquake,2.3,Chile,CHL,01/01/2000
Extreme temperature,0.6,Chile,CHL,01/01/2000
Extreme weather,4.7,Chile,CHL,01/01/2000
Flood,7.4,Chile,CHL,01/01/2000
Fog,0,Chile,CHL,01/01/2000
Glacial lake outburst flood,0,Chile,CHL,01/01/2000
Volcanic activity,0,Chile,CHL,01/01/2000
Wet mass movement,0,Chile,CHL,01/01/2000
Wildfire,0,Chile,CHL,01/01/2000
Drought,0,Chile,CHL,01/01/2010
Dry mass movement,0,Chile,CHL,01/01/2010
Earthquake,59,Chile,CHL,01/01/2010
Extreme temperature,0,Chile,CHL,01/01/2010
Extreme weather,0.6,Chile,CHL,01/01/2010
Flood,20.5,Chile,CHL,01/01/2010
Fog,0,Chile,CHL,01/01/2010
Glacial lake outburst flood,0,Chile,CHL,01/01/2010
Volcanic activity,0,Chile,CHL,01/01/2010
Wet mass movement,2.2,Chile,CHL,01/01/2010
Wildfire,3.2,Chile,CHL,01/01/2010
Drought,0,Chile,CHL,01/01/2020
Dry mass movement,0,Chile,CHL,01/01/2020
Earthquake,0,Chile,CHL,01/01/2020
Extreme temperature,0,Chile,CHL,01/01/2020
Extreme weather,0,Chile,CHL,01/01/2020
Flood,1.4,Chile,CHL,01/01/2020
Fog,0,Chile,CHL,01/01/2020
Glacial lake outburst flood,0,Chile,CHL,01/01/2020
Volcanic activity,0,Chile,CHL,01/01/2020
Wet mass movement,0,Chile,CHL,01/01/2020
Wildfire,92,Chile,CHL,01/01/2020
Drought,0,China,CHN,01/01/1900
Dry mass movement,0,China,CHN,01/01/1900
Earthquake,1480.1,China,CHN,01/01/1900
Extreme temperature,0,China,CHN,01/01/1900
